tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,
1267,2018-03-01 15:33:22,2018-03-01 15:54:29,36,Copley Square - Dartmouth St at Boylston St,42.34976701008725,-71.07732653617859,180,Mt Auburn,42.37478628706384,-71.13320231437683,1239,Subscriber,1991,2,
2032,2018-03-01 15:33:33,2018-03-01 16:07:26,175,Brighton Center - Washington St at Cambridge St,42.34894857235593,-71.15027189254761,26,Washington St at Waltham St,42.341522,-71.068922,1280,Subscriber,1963,1,
1276,2018-03-01 15:35:54,2018-03-01 15:57:11,192,Purchase St at Pearl St,42.354659,-71.053181,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1550,Subscriber,1967,1,
304,2018-03-01 15:36:39,2018-03-01 15:41:43,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,823,Subscriber,1999,2,
260,2018-03-01 15:36:37,2018-03-01 15:40:57,228,One Memorial Drive,42.361619320766856,-71.0804355052096,107,Ames St at Main St,42.3625,-71.08822,812,Subscriber,1991,2,
372,2018-03-01 15:36:38,2018-03-01 15:42:50,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,1911,Subscriber,1990,1,
1149,2018-03-01 15:36:42,2018-03-01 15:55:52,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168027866,-71.12188071012497,1221,Subscriber,1959,2,
125,2018-03-01 15:36:43,2018-03-01 15:38:49,107,Ames St at Main St,42.3625,-71.08822,117,Binney St / Sixth St,42.366095,-71.086388,1191,Subscriber,1979,1,
443,2018-03-01 15:36:49,2018-03-01 15:44:12,23,Boston City Hall - 28 State St,42.35892,-71.057629,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586001198456,-71.04569256305693,248,Subscriber,1992,2,
319,2018-03-01 15:36:58,2018-03-01 15:42:17,78,Union Square - Somerville,42.37980717512428,-71.09387040138245,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,497,Subscriber,1989,1,
615,2018-03-01 15:36:59,2018-03-01 15:47:14,36,Copley Square - Dartmouth St at Boylston St,42.34976701008725,-71.07732653617859,54,Tremont St at West St,42.354979,-71.063348,1905,Subscriber,1991,1,
963,2018-03-01 15:37:04,2018-03-01 15:53:08,179,MIT Vassar St,42.355601213279265,-71.10394477844238,57,Columbus Ave at Massachusetts Ave,42.340542615516355,-71.08138847914233,1104,Subscriber,1976,1,
1254,2018-03-01 15:37:21,2018-03-01 15:58:16,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,23,Boston City Hall - 28 State St,42.35892,-71.057629,949,Subscriber,1957,1,
269,2018-03-01 15:37:25,2018-03-01 15:41:54,59,Chinatown Gate Plaza,42.351356,-71.059367,4,Tremont St at E Berkeley St,42.345392,-71.069616,1640,Subscriber,1975,1,
1809,2018-03-01 15:38:29,2018-03-01 16:08:39,69,Coolidge Corner - Beacon St @ Centre St,42.341598,-71.123338,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1576,Subscriber,1987,1,
540,2018-03-01 15:38:29,2018-03-01 15:47:30,30,Brigham Circle - Francis St at Huntington Ave,42.33462893055976,-71.10407917767589,56,Dudley Square - Dudley St at Warren St,42.32854046293402,-71.08416482806204,977,Subscriber,1991,2,
989,2018-03-01 15:39:17,2018-03-01 15:55:46,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624444796878,-71.08798563480377,133,Green Street T Stop - Green St at Amory St,42.310579,-71.107341,459,Subscriber,1992,1,
