tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,
281,2017-12-01 15:17:38,2017-12-01 15:22:20,189,Kendall T,42.362427842912396,-71.08495473861694,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1751,Subscriber,1994,1,
533,2017-12-01 15:17:52,2017-12-01 15:26:45,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,844,Subscriber,1955,1,
440,2017-12-01 15:17:58,2017-12-01 15:25:18,81,Boylston St at Washington St,42.352409,-71.062679,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,447,Subscriber,1978,2,
589,2017-12-01 15:18:47,2017-12-01 15:28:36,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,195,Brian P. Murphy Staircase at Child Street,42.3720597013741,-71.07202649116516,403,Subscriber,1988,1,
322,2017-12-01 15:19:27,2017-12-01 15:24:50,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,813,Subscriber,1989,1,
432,2017-12-01 15:20:39,2017-12-01 15:27:52,42,Boylston St at Arlington St TEMPORARY WINTER LOCATION,42.352583438376996,-71.06766249993596,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586001198456,-71.04569256305693,653,Subscriber,1979,1,
1002,2017-12-01 15:21:08,2017-12-01 15:37:50,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,839,Subscriber,1996,1,
838,2017-12-01 15:21:10,2017-12-01 15:35:08,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,638,Subscriber,1957,1,
879,2017-12-01 15:22:10,2017-12-01 15:36:50,179,MIT Vassar St,42.355601213279265,-71.10394477844238,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,1371,Subscriber,1995,2,
191,2017-12-01 15:22:22,2017-12-01 15:25:33,200,Washington St at Melnea Cass Blvd,42.332817,-71.081198,51,Washington St at Lenox St,42.3350989929096,-71.07903778553009,1808,Subscriber,1990,2,
424,2017-12-01 15:22:35,2017-12-01 15:29:40,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,60,Charles Circle - Charles St at Cambridge St TEMPORARY WINTER LOCATION,42.36075761041193,-71.07132909824031,810,Subscriber,1977,1,
244,2017-12-01 15:22:36,2017-12-01 15:26:41,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,49,Stuart St at Charles St,42.351146,-71.066289,1041,Subscriber,1994,1,
786,2017-12-01 15:22:53,2017-12-01 15:35:59,11,Longwood Ave at Binney St,42.338629,-71.1065,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,1810,Subscriber,1988,2,
542,2017-12-01 15:23:09,2017-12-01 15:32:12,175,Brighton Center - Washington St at Cambridge St,42.34894857235593,-71.15027189254761,69,Coolidge Corner - Beacon St @ Centre St,42.341598,-71.123338,1035,Subscriber,1983,1,
1344,2017-12-01 15:23:15,2017-12-01 15:45:40,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,1265,Subscriber,1998,2,
257,2017-12-01 15:23:24,2017-12-01 15:27:42,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,450,Subscriber,1991,1,
386,2017-12-01 15:23:31,2017-12-01 15:29:58,176,Lesley University,42.38674802045056,-71.11901879310608,71,Conway Park - Somerville Avenue,42.383405,-71.107593,81,Subscriber,1988,1,
1348,2017-12-01 15:24:04,2017-12-01 15:46:33,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,66,Allston Green District - Griggs St at Commonwealth Ave TEMPORARY WINTER LOCATION,42.34922469338298,-71.13275302578586,1126,Subscriber,1967,2,
393,2017-12-01 15:24:22,2017-12-01 15:30:55,107,Ames St at Main St,42.3625,-71.08822,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,1098,Subscriber,1991,1,
765,2017-12-01 15:24:27,2017-12-01 15:37:12,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,115,Porter Square Station,42.387995,-71.119084,1648,Subscriber,1974,2,
599,2017-12-01 15:24:29,2017-12-01 15:34:29,11,Longwood Ave at Binney St,42.338629,-71.1065,69,Coolidge Corner - Beacon St @ Centre St,42.341598,-71.123338,541,Subscriber,1962,1,
356,2017-12-01 15:25:06,2017-12-01 15:31:03,23,Boston City Hall - 28 State St,42.35892,-71.057629,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,430,Subscriber,1961,2,
